ArbiBird #1: Background: Blue, Beak: Stark - Gray, Body: Small - Gray, Eyes: Hoodie, Eyewear: Angry - Red, Headwear: Visor (Jade), Outerwear: Captain's Cap
ArbiBird #1931: Background: Blue, Beak: Brave - Gray, Body: Small (Cosmic), Eyes: Hoodie, Eyewear: Open - Skeleton, Headwear: Jobs Glasses, Outerwear: Headphones
ArbiBird #1932: Background: Blue, Beak: Stark - Gray, Body: Small (Enlightened), Eyes: Gold Chain, Eyewear: Fire - Epic, Headwear: Jobs Glasses, Outerwear: Mohawk (Pink)
ArbiBird #1933: Background: Blue, Beak: Jade - Legendary Professor, Body: Short - Golden, Eyes: Diamond Necklace, Eyewear: Open - Red, Headwear: Aviators, Outerwear: Headband
ArbiBird #1934: Background: Blue, Beak: Tranquil - Gray, Body: Short - Skeleton, Eyes: Gold Chain, Eyewear: Relaxed - Skeleton, Headwear: Aviators, Outerwear: Diamond (Jade)
ArbiBird #1935: Background: Blue, Beak: Tabby - Red, Body: Short - Golden, Eyes: Hoodie Down, Eyewear: Open - White, Headwear: Sunglasses, Outerwear: None
ArbiBird #1936: Background: Blue, Beak: Crescent - Green, Body: Long - Ruby, Eyes: Diamond Necklace, Eyewear: Side-eye - Blue, Headwear: Eyepatch, Outerwear: Diamond
ArbiBird #1937: Background: Blue, Beak: Tabby - Pink, Body: Small - Skeleton, Eyes: Jean Jacket, Eyewear: Discerning - Green, Headwear: Monocle, Outerwear: Wizard's Hat (Jade)
ArbiBird #1938: Background: Blue, Beak: Robot - Metal, Body: Long - Golden, Eyes: None, Eyewear: Relaxed - Purple, Headwear: Visor (Jade), Outerwear: Fire
ArbiBird #1939: Background: Blue, Beak: Sage - Black, Body: Small - Ruby, Eyes: Gold Chain, Eyewear: Angry - Green, Headwear: Monocle (Jade), Outerwear: Pirate's Hat
ArbiBird #1940: Background: Blue, Beak: Enlightened - Legendary Brave, Body: Long - Ruby, Eyes: None, Eyewear: Glitch 5, Headwear: Visor, Outerwear: Tiara
ArbiBird #1941: Background: Blue, Beak: Crescent - Red, Body: Short - Gray, Eyes: Gold Chain, Eyewear: Open (Cosmic), Headwear: Rose-Colored Glasses, Outerwear: Lincoln
ArbiBird #1942: Background: Blue, Beak: Tranquil - Purple, Body: Short - Skeleton, Eyes: Bomber Jacket, Eyewear: Angry - Ruby, Headwear: Visor (Jade), Outerwear: Grail
ArbiBird #1943: Background: Blue, Beak: Sage - White, Body: Short - Golden, Eyes: Hoodie Down, Eyewear: Angry - Gray, Headwear: Monocle, Outerwear: Hero's Cap
ArbiBird #1944: Background: Blue, Beak: Golden - Legendary Crescent, Body: Short (Jade), Eyes: Hoodie Down, Eyewear: Adorable - Ruby, Headwear: Gazelles, Outerwear: Halo
ArbiBird #1945: Background: Blue, Beak: Tabby - Pink, Body: Long - Orange, Eyes: None, Eyewear: Angry - Gray, Headwear: Half-moon Spectacles, Outerwear: Cowboy Hat
ArbiBird #1946: Background: Blue, Beak: Tranquil - Pink, Body: Short (Jade), Eyes: Diamond Necklace, Eyewear: Open - Moon, Headwear: Monocle, Outerwear: Mohawk (Jade)
ArbiBird #1947: Background: Blue, Beak: Emperor - Red, Body: Long - Ruby, Eyes: Hero's Tunic, Eyewear: Fire - Ruby, Headwear: Monocle, Outerwear: Mohawk (Pink)
ArbiBird #1948: Background: Blue, Beak: Tabby - Green, Body: Long - Skeleton, Eyes: Gold Chain, Eyewear: Relaxed - Golden, Headwear: Monocle (Jade), Outerwear: Tiara
ArbiBird #1949: Background: Blue, Beak: Guardian - Blue, Body: Long - Golden, Eyes: Hoodie Down, Eyewear: Angry - Gray, Headwear: Sunglasses, Outerwear: Moon Hat
ArbiBird #1950: Background: Blue, Beak: Brave - Brown, Body: Small (Enlightened), Eyes: Hoodie Down, Eyewear: Discerning - Golden, Headwear: Sunglasses, Outerwear: Fire
ArbiBird #1951: Background: Blue, Beak: Sage - White, Body: Short - Skeleton, Eyes: Jean Jacket, Eyewear: Relaxed - Yellow, Headwear: Half-moon Spectacles, Outerwear: Lincoln
ArbiBird #1952: Background: Blue, Beak: Crescent - Red, Body: Small (Jade), Eyes: Hero's Tunic, Eyewear: Side-eye - Red, Headwear: 3D Glasses, Outerwear: Rubber Duck
ArbiBird #1953: Background: Blue, Beak: Crescent - Gray, Body: Short (Jade), Eyes: Punk Jacket, Eyewear: Relaxed - Skeleton, Headwear: Rose-Colored Glasses, Outerwear: Bow
ArbiBird #1954: Background: Blue, Beak: Tranquil - Brown, Body: Small - Robot, Eyes: Bomber Jacket, Eyewear: Diamond - Epic, Headwear: Eyepatch, Outerwear: Gremplin
ArbiBird #1955: Background: Blue, Beak: Guardian - White, Body: Long - Orange, Eyes: Bomber Jacket, Eyewear: Angry - Ruby, Headwear: Eyepatch, Outerwear: Pirate's Hat
ArbiBird #1956: Background: Blue, Beak: Cosmic - Legendary Professor, Body: Long - Robot, Eyes: Jean Jacket, Eyewear: Closed (Enlightened), Headwear: Big Tech, Outerwear: Rubber Duck
ArbiBird #1957: Background: Blue, Beak: Guardian - Purple, Body: Small (Cosmic), Eyes: Hoodie Down, Eyewear: Glitch 5, Headwear: Monocle, Outerwear: Bow
ArbiBird #1958: Background: Blue, Beak: Professor - Brown, Body: Small - Golden, Eyes: Bomber Jacket, Eyewear: Fire - Epic, Headwear: Jobs Glasses, Outerwear: Queen's Crown
ArbiBird #1959: Background: Blue, Beak: Brave - Gray, Body: Long - Skeleton, Eyes: Bomber Jacket, Eyewear: Glitch 5, Headwear: Half-moon Spectacles, Outerwear: Tiny Crown
ArbiBird #1960: Background: Blue, Beak: Cosmic - Legendary Guardian, Body: Small - Gray, Eyes: Hoodie Down, Eyewear: Open - Gray, Headwear: Rose-Colored Glasses, Outerwear: Mohawk (Green)
ArbiBird #1961: Background: Blue, Beak: Guardian - Brown, Body: Long - Ruby, Eyes: Bomber Jacket, Eyewear: Angry - White, Headwear: Visor, Outerwear: Bow
ArbiBird #1962: Background: Blue, Beak: Brave - Blue, Body: Short - Gray, Eyes: Hoodie, Eyewear: Open - Blue, Headwear: Visor (Jade), Outerwear: Flower
ArbiBird #1963: Background: Blue, Beak: Golden - Legendary Crescent, Body: Short - Ruby, Eyes: Hero's Tunic, Eyewear: Side-eye - Golden, Headwear: Gazelles, Outerwear: Headphones
ArbiBird #1964: Background: Blue, Beak: Professor - White, Body: Small (Cosmic), Eyes: Hoodie Down, Eyewear: Relaxed - Yellow, Headwear: Aviators, Outerwear: Tiny Crown
ArbiBird #1965: Background: Blue, Beak: Crescent - Brown, Body: Short - Ruby, Eyes: Bomber Jacket, Eyewear: Angry - Green, Headwear: Rose-Colored Glasses, Outerwear: Pirate's Hat
ArbiBird #1966: Background: Blue, Beak: Glitch - Legendary Crescent, Body: Short - Ruby, Eyes: Punk Jacket, Eyewear: Side-eye - Yellow, Headwear: Half-moon Spectacles, Outerwear: Witch's Hat
ArbiBird #1967: Background: Blue, Beak: Brave - Purple, Body: Small - Golden, Eyes: Diamond Necklace, Eyewear: Open - Gray, Headwear: Sunglasses, Outerwear: Witch's Hat
ArbiBird #1968: Background: Blue, Beak: Brave - Purple, Body: Long - Gray, Eyes: Jean Jacket, Eyewear: Closed (Enlightened), Headwear: Aviators, Outerwear: Tiara
ArbiBird #1969: Background: Blue, Beak: Guardian - Black, Body: Long - Orange, Eyes: Hoodie Down, Eyewear: Discerning - Gray, Headwear: Eyepatch, Outerwear: Skully (Jade)
ArbiBird #1970: Background: Blue, Beak: Tabby - Gray, Body: Long - Ruby, Eyes: Diamond Necklace, Eyewear: Open - Blue, Headwear: Visor, Outerwear: Fire
ArbiBird #1971: Background: Blue, Beak: Stark - Red, Body: Long - Gray, Eyes: Hero's Tunic, Eyewear: Open - Blue, Headwear: Rose-Colored Glasses, Outerwear: Backwards Hat
ArbiBird #1972: Background: Blue, Beak: Tabby - Purple, Body: Short - Ruby, Eyes: Jean Jacket, Eyewear: Relaxed - Ruby, Headwear: Jobs Glasses, Outerwear: Queen's Crown
ArbiBird #1973: Background: Blue, Beak: Tabby - Brown, Body: Long - Orange, Eyes: Bomber Jacket, Eyewear: Open - Ruby, Headwear: Visor (Jade), Outerwear: Queen's Crown
ArbiBird #1974: Background: Blue, Beak: Brave - Brown, Body: Small (Enlightened), Eyes: Bomber Jacket, Eyewear: Open - Fire, Headwear: Visor (Jade), Outerwear: Tiny Crown
ArbiBird #1975: Background: Blue, Beak: Enlightened - Legendary Emperor, Body: Short - Ruby, Eyes: Hoodie Down, Eyewear: Angry - White, Headwear: Eyepatch, Outerwear: Rubber Duck
ArbiBird #1976: Background: Blue, Beak: Stark - Black, Body: Short (Jade), Eyes: Punk Jacket, Eyewear: Angry - Yellow, Headwear: None, Outerwear: Tiny Crown (Enlightened)
ArbiBird #1977: Background: Blue, Beak: Tranquil - Gray, Body: Short - Skeleton, Eyes: Bomber Jacket, Eyewear: Discerning - Golden, Headwear: Visor, Outerwear: Gremplin
ArbiBird #1978: Background: Blue, Beak: Crescent - Red, Body: Short - Gray, Eyes: Hoodie, Eyewear: Relaxed - Red, Headwear: Black-rimmed Glasses, Outerwear: Backwards Hat
ArbiBird #1979: Background: Blue, Beak: Tranquil - Gray, Body: Long - Orange, Eyes: Jean Jacket, Eyewear: Rainbow - Epic, Headwear: Visor, Outerwear: Backwards Hat
ArbiBird #1980: Background: Blue, Beak: Sage - Brown, Body: Small - Robot, Eyes: None, Eyewear: Discerning - Skeleton, Headwear: Black-rimmed Glasses, Outerwear: Halo (Enlightened Variant)
ArbiBird #1981: Background: Blue, Beak: Brave - Black, Body: Long - Golden, Eyes: None, Eyewear: Angry - Red, Headwear: 3D Glasses, Outerwear: Mohawk (Jade)
ArbiBird #1982: Background: Blue, Beak: Guardian - Red, Body: Short - Golden, Eyes: Diamond Necklace, Eyewear: Discerning - Green, Headwear: Monocle, Outerwear: Grail
ArbiBird #1983: Background: Blue, Beak: Tranquil - White, Body: Small - Orange, Eyes: Hero's Tunic, Eyewear: Relaxed - Green, Headwear: Big Tech, Outerwear: Chromie
ArbiBird #1984: Background: Blue, Beak: Emperor - Gray, Body: Small (Jade), Eyes: Jean Jacket, Eyewear: Open - Rainbow, Headwear: Black-rimmed Glasses, Outerwear: Skully
ArbiBird #1985: Background: Blue, Beak: Golden - Legendary Professor, Body: Small - Robot, Eyes: Hero's Tunic, Eyewear: Open - Gray, Headwear: Visor (Jade), Outerwear: Wizard's Hat (Jade)
ArbiBird #1986: Background: Blue, Beak: Glitch - Legendary Crescent, Body: Short - Orange, Eyes: Hoodie, Eyewear: Discerning - Skeleton, Headwear: Big Tech, Outerwear: Wizard's Hat
ArbiBird #1987: Background: Blue, Beak: Emperor - Blue, Body: Short - Orange, Eyes: Gold Chain, Eyewear: Open - White, Headwear: Sunglasses, Outerwear: Witch's Hat
ArbiBird #1988: Background: Blue, Beak: Professor - Purple, Body: Small (Jade), Eyes: Hoodie Down, Eyewear: Side-eye - Golden, Headwear: Gazelles, Outerwear: Headband
ArbiBird #1989: Background: Blue, Beak: Cosmic - Legendary Brave, Body: Short - Gray, Eyes: Jean Jacket, Eyewear: Open - Blue, Headwear: Half-moon Spectacles, Outerwear: Halo (Jade)
ArbiBird #1990: Background: Blue, Beak: Tabby - Green, Body: Long - Gray, Eyes: Diamond Necklace, Eyewear: Open - Purple, Headwear: Aviators, Outerwear: Flower
ArbiBird #1991: Background: Blue, Beak: Sage - Pink, Body: Short - Robot, Eyes: Hoodie Down, Eyewear: Angry - Golden, Headwear: Big Tech, Outerwear: Rubber Duck
ArbiBird #1992: Background: Blue, Beak: Jade - Legendary Professor, Body: Short - Ruby, Eyes: Diamond Necklace, Eyewear: Relaxed (Jade), Headwear: Eyepatch, Outerwear: Dancing Flame
ArbiBird #1993: Background: Blue, Beak: Brave - Gray, Body: Small - Orange, Eyes: Gold Chain, Eyewear: Open - Enchanted, Headwear: Jobs Glasses, Outerwear: Beanie
ArbiBird #1994: Background: Blue, Beak: Guardian - Black, Body: Small - Golden, Eyes: Punk Jacket, Eyewear: Closed (Enlightened), Headwear: Visor (Jade), Outerwear: Parliament Mask (Jade)
ArbiBird #1995: Background: Blue, Beak: Stark - White, Body: Small (Jade), Eyes: None, Eyewear: Closed (Enlightened), Headwear: Monocle (Jade), Outerwear: Backwards Hat
ArbiBird #1996: Background: Blue, Beak: Guardian - Red, Body: Long - Golden, Eyes: Jean Jacket, Eyewear: Moon - Epic, Headwear: Visor (Jade), Outerwear: Headband
ArbiBird #1997: Background: Blue, Beak: Crescent - Pink, Body: Small (Jade), Eyes: Hoodie Down, Eyewear: Glitch 3, Headwear: Monocle, Outerwear: Witch's Hat
ArbiBird #1998: Background: Blue, Beak: Sage - Purple, Body: Short - Gray, Eyes: Bomber Jacket, Eyewear: Open (Enlightened), Headwear: Monocle (Jade), Outerwear: Pirate's Hat
ArbiBird #1999: Background: Blue, Beak: Guardian - Pink, Body: Small - Golden, Eyes: Hero's Tunic, Eyewear: Open - Yellow, Headwear: 3D Glasses, Outerwear: Witch's Hat
ArbiBird #2000: Background: Blue, Beak: Crescent - Pink, Body: Long - Ruby, Eyes: Bomber Jacket, Eyewear: Open (Cosmic), Headwear: Black-rimmed Glasses, Outerwear: Skully
ArbiBird #2001: Background: Blue, Beak: Tabby - Purple, Body: Short - Gray, Eyes: Gold Chain, Eyewear: Glitch 5, Headwear: Half-moon Spectacles, Outerwear: Mohawk (Jade)
ArbiBird #2002: Background: Blue, Beak: Golden - Legendary Emperor, Body: Small - Gray, Eyes: Hero's Tunic, Eyewear: Relaxed (Jade), Headwear: Eyepatch, Outerwear: Headband
ArbiBird #2003: Background: Blue, Beak: Stark - Black, Body: Small (Cosmic), Eyes: Hoodie Down, Eyewear: Relaxed - Golden, Headwear: Black-rimmed Glasses, Outerwear: Halo (Jade)
ArbiBird #2004: Background: Blue, Beak: Stark - Brown, Body: Long - Golden, Eyes: Gold Chain, Eyewear: Relaxed - Green, Headwear: Aviators, Outerwear: Gremplin
ArbiBird #2005: Background: Blue, Beak: Guardian - Pink, Body: Small - Robot, Eyes: Hoodie Down, Eyewear: Angry - Golden, Headwear: Big Tech, Outerwear: Pirate's Hat
ArbiBird #2006: Background: Blue, Beak: Skeleton - Bone, Body: Long - Skeleton, Eyes: Jean Jacket, Eyewear: Relaxed - Purple, Headwear: Black-rimmed Glasses, Outerwear: Skully
ArbiBird #2007: Background: Blue, Beak: Professor - White, Body: Short - Gray, Eyes: Hoodie, Eyewear: Open - Yellow, Headwear: Jobs Glasses, Outerwear: Unicorn Horn (Jade)
ArbiBird #2008: Background: Blue, Beak: Guardian - Gray, Body: Short - Ruby, Eyes: Punk Jacket, Eyewear: Open - Robot, Headwear: Monocle (Jade), Outerwear: Halo (Jade)
ArbiBird #2009: Background: Blue, Beak: Professor - Gray, Body: Long - Golden, Eyes: Punk Jacket, Eyewear: Relaxed - Golden, Headwear: Monocle, Outerwear: Karate Band
ArbiBird #2010: Background: Blue, Beak: Robot - Metal, Body: Long - Orange, Eyes: Hoodie Down, Eyewear: Open - Skeleton, Headwear: Sunglasses, Outerwear: Grail
ArbiBird #2011: Background: Blue, Beak: Emperor - Blue, Body: Small - Orange, Eyes: None, Eyewear: Angry - Robot, Headwear: Half-moon Spectacles, Outerwear: Crescent Talisman
ArbiBird #2012: Background: Blue, Beak: Jade - Legendary Guardian, Body: Small (Enlightened), Eyes: Jean Jacket, Eyewear: Open - Yellow, Headwear: Black-rimmed Glasses, Outerwear: Fire
ArbiBird #2013: Background: Blue, Beak: Crescent - Gray, Body: Small (Jade), Eyes: Punk Jacket, Eyewear: Moon - Epic, Headwear: Aviators, Outerwear: Parliament Mask (Jade)
ArbiBird #2014: Background: Blue, Beak: Crescent - Black, Body: Small (Cosmic), Eyes: Bomber Jacket, Eyewear: Heart - Epic, Headwear: 3D Glasses, Outerwear: Forest Ranger
ArbiBird #2015: Background: Blue, Beak: Brave - Blue, Body: Small (Jade), Eyes: Punk Jacket, Eyewear: Angry - Ruby, Headwear: Visor (Jade), Outerwear: Dancing Flame (Enlightened Variant)
ArbiBird #2016: Background: Blue, Beak: Glitch - Legendary Emperor, Body: Short - Orange, Eyes: Diamond Necklace, Eyewear: Relaxed - White, Headwear: Big Tech, Outerwear: Aviator's Cap
ArbiBird #2017: Background: Blue, Beak: Sage - Purple, Body: Small - Golden, Eyes: Diamond Necklace, Eyewear: Angry - Blue, Headwear: Aviators, Outerwear: Queen's Crown
ArbiBird #2018: Background: Blue, Beak: Enlightened - Legendary Emperor, Body: Small (Cosmic), Eyes: Jean Jacket, Eyewear: Rainbow - Epic, Headwear: 3D Glasses, Outerwear: Raincloud
ArbiBird #2019: Background: Blue, Beak: Golden - Legendary Professor, Body: Long - Skeleton, Eyes: None, Eyewear: Open (Enlightened), Headwear: Big Tech, Outerwear: Flower
ArbiBird #2020: Background: Blue, Beak: Emperor - Brown, Body: Small - Golden, Eyes: Gold Chain, Eyewear: Open - White, Headwear: Aviators, Outerwear: Fire
ArbiBird #2021: Background: Blue, Beak: Sage - White, Body: Long - Gray, Eyes: Punk Jacket, Eyewear: Open - White, Headwear: Sunglasses, Outerwear: Headphones
ArbiBird #2022: Background: Blue, Beak: Enlightened - Legendary Brave, Body: Long - Orange, Eyes: Jean Jacket, Eyewear: Angry - Yellow, Headwear: Monocle (Jade), Outerwear: Skully (Jade)
ArbiBird #2023: Background: Blue, Beak: Golden - Legendary Emperor, Body: Short (Jade), Eyes: Hoodie Down, Eyewear: Closed (Enlightened), Headwear: Gazelles, Outerwear: Beanie
ArbiBird #2024: Background: Blue, Beak: Emperor - Blue, Body: Small - Skeleton, Eyes: Hoodie, Eyewear: Angry - Yellow, Headwear: Jobs Glasses, Outerwear: Tiara
ArbiBird #2025: Background: Blue, Beak: Glitch - Legendary Emperor, Body: Small (Enlightened), Eyes: None, Eyewear: Open - Moon, Headwear: Sunglasses, Outerwear: Tiny Crown
ArbiBird #2026: Background: Blue, Beak: Crescent - Pink, Body: Short - Orange, Eyes: Hoodie Down, Eyewear: Angry - Golden, Headwear: Monocle, Outerwear: Forest Ranger
ArbiBird #2027: Background: Blue, Beak: Sage - Pink, Body: Short - Gray, Eyes: Punk Jacket, Eyewear: Open - Blue, Headwear: Gazelles, Outerwear: Aviator's Cap
ArbiBird #2028: Background: Blue, Beak: Tranquil - Black, Body: Short - Ruby, Eyes: Hoodie Down, Eyewear: Glitch 4, Headwear: Big Tech, Outerwear: Queen's Crown
ArbiBird #2029: Background: Blue, Beak: Guardian - Red, Body: Short - Robot, Eyes: Gold Chain, Eyewear: Open - Fire, Headwear: Gazelles, Outerwear: Bucket Hat
ArbiBird #2030: Background: Blue, Beak: Stark - Green, Body: Short (Jade), Eyes: Bomber Jacket, Eyewear: Angry - White, Headwear: Rose-Colored Glasses, Outerwear: Tiara
ArbiBird #2031: Background: Blue, Beak: Jade - Legendary Professor, Body: Short - Robot, Eyes: None, Eyewear: Side-eye - Purple, Headwear: Aviators, Outerwear: Dancing Flame (Enlightened Variant)
ArbiBird #2032: Background: Blue, Beak: Guardian - Gray, Body: Long - Golden, Eyes: Gold Chain, Eyewear: Glitch 6, Headwear: Big Tech, Outerwear: Beanie
ArbiBird #2033: Background: Blue, Beak: Brave - Pink, Body: Short - Gray, Eyes: Bomber Jacket, Eyewear: Angry - Blue, Headwear: Visor, Outerwear: Parliament Mask (Jade)
ArbiBird #2034: Background: Blue, Beak: Enlightened - Legendary Brave, Body: Small - Robot, Eyes: Gold Chain, Eyewear: Open - White, Headwear: Black-rimmed Glasses, Outerwear: Grail
ArbiBird #2035: Background: Blue, Beak: Stark - Brown, Body: Short - Orange, Eyes: Hoodie, Eyewear: Angry - Gray, Headwear: 3D Glasses, Outerwear: Tiny Crown (Jade)
ArbiBird #2036: Background: Blue, Beak: Guardian - Brown, Body: Long - Golden, Eyes: None, Eyewear: Angry - Yellow, Headwear: Monocle (Jade), Outerwear: Forest Ranger
ArbiBird #2037: Background: Blue, Beak: Crescent - Green, Body: Small (Cosmic), Eyes: Punk Jacket, Eyewear: Adorable - Epic, Headwear: Big Tech, Outerwear: Witch's Hat
ArbiBird #2038: Background: Blue, Beak: Emperor - Purple, Body: Short - Robot, Eyes: Gold Chain, Eyewear: Open - Blue, Headwear: Gazelles, Outerwear: None
ArbiBird #2039: Background: Blue, Beak: Stark - Brown, Body: Small - Golden, Eyes: Jean Jacket, Eyewear: Discerning - Gray, Headwear: Visor (Jade), Outerwear: Witch's Hat
ArbiBird #2040: Background: Blue, Beak: Glitch - Legendary Crescent, Body: Small - Orange, Eyes: None, Eyewear: Discerning - Red, Headwear: Monocle (Jade), Outerwear: Skully (Jade)
ArbiBird #2041: Background: Blue, Beak: Tabby - Pink, Body: Short - Robot, Eyes: Hoodie, Eyewear: Open - Blue, Headwear: Monocle (Jade), Outerwear: Headband
ArbiBird #2042: Background: Blue, Beak: Guardian - Purple, Body: Long - Gray, Eyes: Bomber Jacket, Eyewear: Open - Golden, Headwear: Monocle (Jade), Outerwear: Captain's Cap
ArbiBird #2043: Background: Blue, Beak: Stark - Green, Body: Long - Golden, Eyes: Jean Jacket, Eyewear: Rainbow - Epic, Headwear: Half-moon Spectacles, Outerwear: Fire
ArbiBird #2044: Background: Blue, Beak: Jade - Legendary Emperor, Body: Small - Robot, Eyes: Jean Jacket, Eyewear: Discerning - Skeleton, Headwear: Jobs Glasses, Outerwear: Aviator's Cap
ArbiBird #2045: Background: Blue, Beak: Tabby - Purple, Body: Small (Cosmic), Eyes: Jean Jacket, Eyewear: Discerning - Purple, Headwear: Eyepatch, Outerwear: Bucket Hat
ArbiBird #2046: Background: Blue, Beak: Guardian - Blue, Body: Long - Robot, Eyes: Hero's Tunic, Eyewear: Open - Moon, Headwear: Eyepatch, Outerwear: Wizard's Hat (Jade)
ArbiBird #2047: Background: Blue, Beak: Jade - Legendary Brave, Body: Short - Robot, Eyes: Gold Chain, Eyewear: Discerning - White, Headwear: Sunglasses, Outerwear: Grail
ArbiBird #2048: Background: Blue, Beak: Tranquil - Black, Body: Small (Jade), Eyes: Hoodie, Eyewear: Side-eye - Golden, Headwear: Monocle (Jade), Outerwear: Flower
