ArbiBird #1: Background: Blue, Body: Stark - Gray, Beak: Small - Gray, Outerwear: Hoodie, Eyes: Angry - Red, Eyewear: Visor (Jade), Headwear: Captain's Cap
ArbiBird #1251: Background: Blue, Body: Enlightened - Legendary Sage, Beak: Short - Robot, Outerwear: Jean Jacket, Eyes: Discerning - Blue, Eyewear: None, Headwear: Rubber Duck
ArbiBird #1252: Background: Blue, Body: Guardian - Gray, Beak: Short - Gray, Outerwear: Gold Chain, Eyes: Open - Golden, Eyewear: Black-rimmed Glasses, Headwear: Pirate's Hat
ArbiBird #1253: Background: Blue, Body: Professor - Pink, Beak: Short - Skeleton, Outerwear: Jean Jacket, Eyes: Open - Yellow, Eyewear: Gazelles, Headwear: Dancing Flame
ArbiBird #1254: Background: Blue, Body: Brave - Red, Beak: Long - Golden, Outerwear: Hoodie, Eyes: Open - Enchanted, Eyewear: Visor (Jade), Headwear: Halo (Jade)
ArbiBird #1255: Background: Blue, Body: Sage - Green, Beak: Small - Gray, Outerwear: Diamond Necklace, Eyes: Discerning - White, Eyewear: Jobs Glasses, Headwear: Crescent Talisman
ArbiBird #1256: Background: Blue, Body: Cosmic - Legendary Sage, Beak: Short - Golden, Outerwear: None, Eyes: Relaxed (Jade), Eyewear: Sunglasses, Headwear: Gremplin
ArbiBird #1257: Background: Blue, Body: Sage - Brown, Beak: Long - Gray, Outerwear: Bomber Jacket, Eyes: Angry - Golden, Eyewear: Jobs Glasses, Headwear: Mohawk (Green)
ArbiBird #1258: Background: Blue, Body: Sage - Gray, Beak: Small - Golden, Outerwear: Hoodie, Eyes: Open - Ruby, Eyewear: Monocle (Jade), Headwear: Halo (Enlightened Variant)
ArbiBird #1259: Background: Blue, Body: Tabby - Brown, Beak: Small - Robot, Outerwear: Hero's Tunic, Eyes: Relaxed (Jade), Eyewear: Eyepatch, Headwear: Witch's Hat
ArbiBird #1260: Background: Blue, Body: Crescent - Purple, Beak: Small (Enlightened), Outerwear: None, Eyes: Discerning - Golden, Eyewear: None, Headwear: Headphones
ArbiBird #1261: Background: Blue, Body: Brave - Pink, Beak: Small - Golden, Outerwear: None, Eyes: Relaxed - Purple, Eyewear: Aviators, Headwear: Wizard's Hat (Jade)
ArbiBird #1262: Background: Blue, Body: Tranquil - Purple, Beak: Small - Robot, Outerwear: Hoodie Down, Eyes: Discerning - Green, Eyewear: Aviators, Headwear: Tiara
ArbiBird #1263: Background: Blue, Body: Cosmic - Legendary Brave, Beak: Small - Skeleton, Outerwear: Punk Jacket, Eyes: Relaxed - Skeleton, Eyewear: Visor (Jade), Headwear: Bow
ArbiBird #1264: Background: Blue, Body: Enlightened - Legendary Brave, Beak: Small - Golden, Outerwear: None, Eyes: Relaxed - Blue, Eyewear: Visor, Headwear: Crescent Talisman (Jade)
ArbiBird #1265: Background: Blue, Body: Tabby - Green, Beak: Short - Ruby, Outerwear: Hoodie Down, Eyes: Moon - Epic, Eyewear: 3D Glasses, Headwear: Raincloud
ArbiBird #1266: Background: Blue, Body: Cosmic - Legendary Crescent, Beak: Short - Orange, Outerwear: None, Eyes: Open - Red, Eyewear: Black-rimmed Glasses, Headwear: Skully (Jade)
ArbiBird #1267: Background: Blue, Body: Skeleton - Bone, Beak: Long - Skeleton, Outerwear: Jean Jacket, Eyes: Open - Yellow, Eyewear: Visor (Jade), Headwear: Dancing Flame
ArbiBird #1268: Background: Blue, Body: Crescent - Pink, Beak: Small - Golden, Outerwear: Jean Jacket, Eyes: Open - Moon, Eyewear: Visor (Jade), Headwear: Mohawk (Jade)
ArbiBird #1269: Background: Blue, Body: Emperor - Red, Beak: Small - Robot, Outerwear: None, Eyes: Discerning - Yellow, Eyewear: Sunglasses, Headwear: Unicorn Horn (Jade)
ArbiBird #1270: Background: Blue, Body: Cosmic - Legendary Brave, Beak: Long - Gray, Outerwear: Bomber Jacket, Eyes: Relaxed (Enlightened), Eyewear: Big Tech, Headwear: Halo (Jade)
ArbiBird #1271: Background: Blue, Body: Tabby - Purple, Beak: Short (Jade), Outerwear: Gold Chain, Eyes: Adorable - Epic, Eyewear: Monocle (Jade), Headwear: Headband
ArbiBird #1272: Background: Blue, Body: Glitch - Legendary Professor, Beak: Short - Robot, Outerwear: Hero's Tunic, Eyes: Angry - Gray, Eyewear: Big Tech, Headwear: Headphones
ArbiBird #1273: Background: Blue, Body: Sage - Gray, Beak: Long - Ruby, Outerwear: Hoodie, Eyes: Diamond - Epic, Eyewear: Gazelles, Headwear: Bandana
ArbiBird #1274: Background: Blue, Body: Emperor - Brown, Beak: Short (Jade), Outerwear: Punk Jacket, Eyes: Glitch 2, Eyewear: None, Headwear: Bandana
ArbiBird #1275: Background: Blue, Body: Crescent - Blue, Beak: Short - Ruby, Outerwear: Hoodie Down, Eyes: Angry - Skeleton, Eyewear: Monocle, Headwear: Skully (Jade)
ArbiBird #1276: Background: Blue, Body: Stark - Black, Beak: Short - Robot, Outerwear: Hoodie, Eyes: Angry - Yellow, Eyewear: Rose-Colored Glasses, Headwear: Dancing Flame
ArbiBird #1277: Background: Blue, Body: Enlightened - Legendary Sage, Beak: Small (Enlightened), Outerwear: Hero's Tunic, Eyes: Glitch 6, Eyewear: Visor (Jade), Headwear: Mohawk (Green)
ArbiBird #1278: Background: Blue, Body: Crescent - Green, Beak: Small - Golden, Outerwear: Jean Jacket, Eyes: Open - White, Eyewear: Rose-Colored Glasses, Headwear: Headphones
ArbiBird #1279: Background: Blue, Body: Guardian - Red, Beak: Small - Ruby, Outerwear: None, Eyes: Angry - Robot, Eyewear: Eyepatch, Headwear: Aviator's Cap
ArbiBird #1280: Background: Blue, Body: Golden - Legendary Professor, Beak: Short - Golden, Outerwear: None, Eyes: Discerning - Golden, Eyewear: Visor, Headwear: Tiny Crown
ArbiBird #1281: Background: Blue, Body: Stark - White, Beak: Long - Orange, Outerwear: Gold Chain, Eyes: Open - Red, Eyewear: Big Tech, Headwear: Rubber Duck
ArbiBird #1282: Background: Blue, Body: Golden - Legendary Crescent, Beak: Small (Enlightened), Outerwear: Diamond Necklace, Eyes: Angry - Robot, Eyewear: Monocle (Jade), Headwear: Dancing Flame (Enlightened Variant)
ArbiBird #1283: Background: Blue, Body: Enlightened - Legendary Crescent, Beak: Long - Ruby, Outerwear: Jean Jacket, Eyes: Open - Fire, Eyewear: Black-rimmed Glasses, Headwear: Beanie
ArbiBird #1284: Background: Blue, Body: Emperor - Brown, Beak: Short - Golden, Outerwear: Bomber Jacket, Eyes: Angry - Green, Eyewear: Sunglasses, Headwear: Halo (Enlightened Variant)
ArbiBird #1285: Background: Blue, Body: Jade - Legendary Sage, Beak: Short - Skeleton, Outerwear: Jean Jacket, Eyes: Side-eye - Yellow, Eyewear: Gazelles, Headwear: Flower
ArbiBird #1286: Background: Blue, Body: Stark - Black, Beak: Short - Skeleton, Outerwear: Diamond Necklace, Eyes: Discerning - Green, Eyewear: Half-moon Spectacles, Headwear: Mohawk (Green)
ArbiBird #1287: Background: Blue, Body: Professor - Red, Beak: Long - Orange, Outerwear: Punk Jacket, Eyes: Fire - Ruby, Eyewear: Black-rimmed Glasses, Headwear: Diamond (Jade)
ArbiBird #1288: Background: Blue, Body: Sage - Purple, Beak: Small - Golden, Outerwear: Jean Jacket, Eyes: Open - Enchanted, Eyewear: Visor (Jade), Headwear: Aviator's Cap
ArbiBird #1289: Background: Blue, Body: Sage - Purple, Beak: Long - Gray, Outerwear: None, Eyes: Discerning - Yellow, Eyewear: None, Headwear: Aviator's Cap
ArbiBird #1290: Background: Blue, Body: Sage - Black, Beak: Small - Orange, Outerwear: Hero's Tunic, Eyes: Open (Enlightened), Eyewear: Gazelles, Headwear: Fire
ArbiBird #1291: Background: Blue, Body: Brave - Gray, Beak: Short - Ruby, Outerwear: Jean Jacket, Eyes: Side-eye - Yellow, Eyewear: Monocle, Headwear: Lincoln
ArbiBird #1292: Background: Blue, Body: Professor - Blue, Beak: Small - Gray, Outerwear: Hoodie, Eyes: Relaxed - White, Eyewear: Sunglasses, Headwear: Unicorn Horn (Jade)
ArbiBird #1293: Background: Blue, Body: Sage - Green, Beak: Short - Skeleton, Outerwear: Jean Jacket, Eyes: Discerning - Purple, Eyewear: 3D Glasses, Headwear: Space Helmet
ArbiBird #1294: Background: Blue, Body: Professor - Red, Beak: Short (Jade), Outerwear: None, Eyes: Rainbow - Epic, Eyewear: Sunglasses, Headwear: Diamond
ArbiBird #1295: Background: Blue, Body: Crescent - Purple, Beak: Small (Enlightened), Outerwear: Gold Chain, Eyes: Open - Enchanted, Eyewear: Monocle (Jade), Headwear: Flower
ArbiBird #1296: Background: Blue, Body: Guardian - Gray, Beak: Small - Orange, Outerwear: Diamond Necklace, Eyes: Diamond - Epic, Eyewear: Black-rimmed Glasses, Headwear: Grail
ArbiBird #1297: Background: Blue, Body: Sage - Blue, Beak: Small - Golden, Outerwear: Hero's Tunic, Eyes: Discerning - White, Eyewear: Monocle (Jade), Headwear: Cowboy Hat
ArbiBird #1298: Background: Blue, Body: Sage - Pink, Beak: Long - Golden, Outerwear: Hoodie, Eyes: Angry - Ruby, Eyewear: Sunglasses, Headwear: Halo (Enlightened Variant)
ArbiBird #1299: Background: Blue, Body: Sage - Purple, Beak: Short - Robot, Outerwear: Punk Jacket, Eyes: Glitch 3, Eyewear: 3D Glasses, Headwear: Diamond
ArbiBird #1300: Background: Blue, Body: Guardian - Blue, Beak: Long - Golden, Outerwear: Jean Jacket, Eyes: Rainbow - Epic, Eyewear: Rose-Colored Glasses, Headwear: Tiara
ArbiBird #1301: Background: Blue, Body: Crescent - Pink, Beak: Small - Skeleton, Outerwear: Hoodie Down, Eyes: Side-eye - Red, Eyewear: Jobs Glasses, Headwear: Crescent Talisman
ArbiBird #1302: Background: Blue, Body: Enlightened - Legendary Sage, Beak: Short - Skeleton, Outerwear: Hoodie, Eyes: Angry - Skeleton, Eyewear: Monocle (Jade), Headwear: Unicorn Horn (Jade)
ArbiBird #1303: Background: Blue, Body: Cosmic - Legendary Emperor, Beak: Long - Robot, Outerwear: None, Eyes: Angry - White, Eyewear: Jobs Glasses, Headwear: Cowboy Hat
ArbiBird #1304: Background: Blue, Body: Professor - Brown, Beak: Small (Enlightened), Outerwear: Punk Jacket, Eyes: Side-eye - Yellow, Eyewear: Gazelles, Headwear: Gremplin
ArbiBird #1305: Background: Blue, Body: Professor - Pink, Beak: Small - Ruby, Outerwear: Gold Chain, Eyes: Glitch 2, Eyewear: Jobs Glasses, Headwear: Diamond (Jade)
ArbiBird #1306: Background: Blue, Body: Cosmic - Legendary Emperor, Beak: Small (Cosmic), Outerwear: Gold Chain, Eyes: Glitch 3, Eyewear: Gazelles, Headwear: Skully (Jade)
ArbiBird #1307: Background: Blue, Body: Cosmic - Legendary Professor, Beak: Short - Ruby, Outerwear: None, Eyes: Angry - Green, Eyewear: Black-rimmed Glasses, Headwear: Headphones
ArbiBird #1308: Background: Blue, Body: Sage - Gray, Beak: Small - Golden, Outerwear: Bomber Jacket, Eyes: Relaxed (Jade), Eyewear: Big Tech, Headwear: Bandana
ArbiBird #1309: Background: Blue, Body: Jade - Legendary Professor, Beak: Short - Skeleton, Outerwear: Diamond Necklace, Eyes: Open - Adorable, Eyewear: Sunglasses, Headwear: Dancing Flame (Enlightened Variant)
ArbiBird #1310: Background: Blue, Body: Tabby - Green, Beak: Small - Golden, Outerwear: Diamond Necklace, Eyes: Open - Adorable, Eyewear: Jobs Glasses, Headwear: Forest Ranger
ArbiBird #1311: Background: Blue, Body: Emperor - Red, Beak: Long - Golden, Outerwear: Diamond Necklace, Eyes: Open - Adorable, Eyewear: Visor (Jade), Headwear: Fire
ArbiBird #1312: Background: Blue, Body: Sage - Purple, Beak: Long - Skeleton, Outerwear: Gold Chain, Eyes: Relaxed - Golden, Eyewear: Sunglasses, Headwear: Raincloud
ArbiBird #1313: Background: Blue, Body: Crescent - Purple, Beak: Small - Orange, Outerwear: Gold Chain, Eyes: Angry - Green, Eyewear: Sunglasses, Headwear: Flower
ArbiBird #1314: Background: Blue, Body: Professor - Red, Beak: Small - Ruby, Outerwear: Hoodie Down, Eyes: Relaxed - Gray, Eyewear: Black-rimmed Glasses, Headwear: Witch's Hat
ArbiBird #1315: Background: Blue, Body: Tranquil - Purple, Beak: Long - Gray, Outerwear: Gold Chain, Eyes: Relaxed (Jade), Eyewear: Big Tech, Headwear: Captain's Cap
ArbiBird #1316: Background: Blue, Body: Sage - Brown, Beak: Long - Skeleton, Outerwear: Jean Jacket, Eyes: Relaxed - White, Eyewear: Black-rimmed Glasses, Headwear: Crescent Talisman
ArbiBird #1317: Background: Blue, Body: Professor - Purple, Beak: Long - Robot, Outerwear: Punk Jacket, Eyes: Closed (Enlightened), Eyewear: Eyepatch, Headwear: Mohawk (Green)
ArbiBird #1318: Background: Blue, Body: Sage - Gray, Beak: Long - Skeleton, Outerwear: Hoodie, Eyes: Open - Golden, Eyewear: 3D Glasses, Headwear: Space Helmet
ArbiBird #1319: Background: Blue, Body: Tabby - White, Beak: Long - Robot, Outerwear: Hoodie Down, Eyes: Relaxed - Skeleton, Eyewear: Big Tech, Headwear: Beanie
ArbiBird #1320: Background: Blue, Body: Professor - Brown, Beak: Short - Orange, Outerwear: Hoodie, Eyes: Relaxed - Green, Eyewear: Monocle (Jade), Headwear: Mohawk (Green)
ArbiBird #1321: Background: Blue, Body: Glitch - Legendary Guardian, Beak: Short - Golden, Outerwear: None, Eyes: Glitch 2, Eyewear: Big Tech, Headwear: Beanie
ArbiBird #1322: Background: Blue, Body: Sage - Red, Beak: Short - Skeleton, Outerwear: Punk Jacket, Eyes: Open - Fire, Eyewear: Gazelles, Headwear: Witch's Hat
ArbiBird #1323: Background: Blue, Body: Professor - Black, Beak: Long - Ruby, Outerwear: Bomber Jacket, Eyes: Open - Purple, Eyewear: Sunglasses, Headwear: Tiara
ArbiBird #1324: Background: Blue, Body: Sage - Red, Beak: Long - Orange, Outerwear: Hoodie Down, Eyes: Relaxed - Red, Eyewear: Sunglasses, Headwear: Dancing Flame (Jade)
ArbiBird #1325: Background: Blue, Body: Crescent - Brown, Beak: Short - Ruby, Outerwear: Hero's Tunic, Eyes: Open (Enlightened), Eyewear: Visor, Headwear: Tiny Crown (Jade)
ArbiBird #1326: Background: Blue, Body: Tabby - Red, Beak: Short - Gray, Outerwear: Jean Jacket, Eyes: Diamond - Epic, Eyewear: Jobs Glasses, Headwear: Tiara
ArbiBird #1327: Background: Blue, Body: Emperor - Pink, Beak: Long - Skeleton, Outerwear: None, Eyes: Discerning - Blue, Eyewear: Gazelles, Headwear: Halo (Enlightened Variant)
ArbiBird #1328: Background: Blue, Body: Cosmic - Legendary Crescent, Beak: Small - Ruby, Outerwear: None, Eyes: Angry - Golden, Eyewear: None, Headwear: Headband
ArbiBird #1329: Background: Blue, Body: Tranquil - Black, Beak: Long - Ruby, Outerwear: Hero's Tunic, Eyes: Open - Robot, Eyewear: Gazelles, Headwear: Bucket Hat
ArbiBird #1330: Background: Blue, Body: Tabby - Purple, Beak: Short - Skeleton, Outerwear: Hero's Tunic, Eyes: Glitch 6, Eyewear: Visor (Jade), Headwear: Mohawk (Green)
ArbiBird #1331: Background: Blue, Body: Emperor - Pink, Beak: Long - Orange, Outerwear: None, Eyes: Open - Ruby, Eyewear: 3D Glasses, Headwear: Forest Ranger
ArbiBird #1332: Background: Blue, Body: Professor - Red, Beak: Short - Skeleton, Outerwear: Bomber Jacket, Eyes: Discerning - Purple, Eyewear: Eyepatch, Headwear: Rubber Duck
ArbiBird #1333: Background: Blue, Body: Guardian - Red, Beak: Short - Robot, Outerwear: Hoodie, Eyes: Fire - Epic, Eyewear: Half-moon Spectacles, Headwear: Moon Hat
ArbiBird #1334: Background: Blue, Body: Guardian - Brown, Beak: Short - Robot, Outerwear: Hero's Tunic, Eyes: Angry - White, Eyewear: Black-rimmed Glasses, Headwear: Fire
ArbiBird #1335: Background: Blue, Body: Crescent - White, Beak: Long - Skeleton, Outerwear: Hoodie, Eyes: Glitch 6, Eyewear: None, Headwear: None
ArbiBird #1336: Background: Blue, Body: Brave - Blue, Beak: Long - Golden, Outerwear: Diamond Necklace, Eyes: Open - Robot, Eyewear: Rose-Colored Glasses, Headwear: Wizard's Hat (Jade)
ArbiBird #1337: Background: Blue, Body: Jade - Legendary Emperor, Beak: Small - Skeleton, Outerwear: Jean Jacket, Eyes: Relaxed - Yellow, Eyewear: Rose-Colored Glasses, Headwear: Gremplin
ArbiBird #1338: Background: Blue, Body: Crescent - Brown, Beak: Long - Skeleton, Outerwear: Hoodie Down, Eyes: Relaxed - Yellow, Eyewear: Sunglasses, Headwear: Lincoln
ArbiBird #1339: Background: Blue, Body: Crescent - Brown, Beak: Short - Skeleton, Outerwear: Bomber Jacket, Eyes: Open - Robot, Eyewear: Jobs Glasses, Headwear: Queen's Crown
ArbiBird #1340: Background: Blue, Body: Jade - Legendary Brave, Beak: Small - Orange, Outerwear: Bomber Jacket, Eyes: Relaxed - Skeleton, Eyewear: Sunglasses, Headwear: Wizard's Hat (Jade)
ArbiBird #1341: Background: Blue, Body: Guardian - White, Beak: Long - Robot, Outerwear: Gold Chain, Eyes: Open - Skeleton, Eyewear: Monocle, Headwear: Tiara
ArbiBird #1342: Background: Blue, Body: Sage - White, Beak: Short - Gray, Outerwear: Gold Chain, Eyes: Discerning - Golden, Eyewear: Sunglasses, Headwear: Bandana
ArbiBird #1343: Background: Blue, Body: Crescent - Blue, Beak: Long - Skeleton, Outerwear: Punk Jacket, Eyes: Fire - Epic, Eyewear: Monocle (Jade), Headwear: Gremplin
ArbiBird #1344: Background: Blue, Body: Crescent - Red, Beak: Small - Skeleton, Outerwear: Hero's Tunic, Eyes: Moon - Epic, Eyewear: Half-moon Spectacles, Headwear: Parliament Mask (Jade)
ArbiBird #1345: Background: Blue, Body: Tabby - Gray, Beak: Long - Golden, Outerwear: Hoodie Down, Eyes: Open - Red, Eyewear: Aviators, Headwear: Raincloud
ArbiBird #1346: Background: Blue, Body: Glitch - Legendary Guardian, Beak: Long - Gray, Outerwear: Gold Chain, Eyes: Open - Robot, Eyewear: Sunglasses, Headwear: Unicorn Horn (Jade)
ArbiBird #1347: Background: Blue, Body: Jade - Legendary Brave, Beak: Small - Robot, Outerwear: Hoodie, Eyes: Relaxed - Blue, Eyewear: Jobs Glasses, Headwear: Witch's Hat
ArbiBird #1348: Background: Blue, Body: Tabby - Green, Beak: Long - Golden, Outerwear: Jean Jacket, Eyes: Angry - Red, Eyewear: Visor, Headwear: Bandana
ArbiBird #1349: Background: Blue, Body: Glitch - Legendary Guardian, Beak: Long - Orange, Outerwear: Gold Chain, Eyes: Angry - Golden, Eyewear: 3D Glasses, Headwear: Parliament Mask (Jade)
ArbiBird #1350: Background: Blue, Body: Sage - Blue, Beak: Small (Enlightened), Outerwear: Hero's Tunic, Eyes: Open - Fire, Eyewear: Aviators, Headwear: Mohawk (Pink)
ArbiBird #1351: Background: Blue, Body: Crescent - Black, Beak: Short - Ruby, Outerwear: Diamond Necklace, Eyes: Open (Cosmic), Eyewear: 3D Glasses, Headwear: Cowboy Hat
ArbiBird #1352: Background: Blue, Body: Enlightened - Legendary Emperor, Beak: Small (Jade), Outerwear: None, Eyes: Open - Diamond, Eyewear: Visor, Headwear: Lincoln
ArbiBird #1353: Background: Blue, Body: Stark - Blue, Beak: Long - Gray, Outerwear: None, Eyes: Glitch 4, Eyewear: Jobs Glasses, Headwear: Tiara
ArbiBird #1354: Background: Blue, Body: Brave - Pink, Beak: Short - Gray, Outerwear: Gold Chain, Eyes: Glitch 1, Eyewear: Half-moon Spectacles, Headwear: Headband
ArbiBird #1355: Background: Blue, Body: Tabby - Pink, Beak: Small (Cosmic), Outerwear: None, Eyes: Open - Red, Eyewear: Visor, Headwear: Space Helmet
ArbiBird #1356: Background: Blue, Body: Crescent - Brown, Beak: Long - Ruby, Outerwear: Bomber Jacket, Eyes: Relaxed - Blue, Eyewear: 3D Glasses, Headwear: Mohawk (Green)
ArbiBird #1357: Background: Blue, Body: Sage - Purple, Beak: Small (Enlightened), Outerwear: Jean Jacket, Eyes: Open - Diamond, Eyewear: Visor, Headwear: Bow
ArbiBird #1358: Background: Blue, Body: Enlightened - Legendary Emperor, Beak: Short - Ruby, Outerwear: Hoodie Down, Eyes: Angry - Skeleton, Eyewear: Visor, Headwear: Crescent Talisman (Jade)
ArbiBird #1359: Background: Blue, Body: Emperor - Purple, Beak: Small - Golden, Outerwear: Gold Chain, Eyes: Diamond - Epic, Eyewear: Eyepatch, Headwear: Skully
ArbiBird #1360: Background: Blue, Body: Brave - Pink, Beak: Small (Enlightened), Outerwear: Gold Chain, Eyes: Side-eye - Red, Eyewear: Aviators, Headwear: Halo
ArbiBird #1361: Background: Blue, Body: Guardian - Purple, Beak: Small - Orange, Outerwear: Diamond Necklace, Eyes: Angry - Ruby, Eyewear: Visor (Jade), Headwear: Chromie
ArbiBird #1362: Background: Blue, Body: Robot - Metal, Beak: Small - Orange, Outerwear: Hoodie Down, Eyes: Open (Enlightened), Eyewear: Monocle (Jade), Headwear: Parliament Mask (Jade)
ArbiBird #1363: Background: Blue, Body: Stark - Blue, Beak: Short - Robot, Outerwear: Hoodie Down, Eyes: Side-eye - Green, Eyewear: Rose-Colored Glasses, Headwear: Diamond
ArbiBird #1364: Background: Blue, Body: Stark - Pink, Beak: Long - Skeleton, Outerwear: Hoodie Down, Eyes: Angry - Blue, Eyewear: Aviators, Headwear: Parliament Mask (Jade)
ArbiBird #1365: Background: Blue, Body: Cosmic - Legendary Crescent, Beak: Small - Golden, Outerwear: Diamond Necklace, Eyes: Open - Diamond, Eyewear: 3D Glasses, Headwear: None
ArbiBird #1366: Background: Blue, Body: Tabby - Black, Beak: Short - Gray, Outerwear: Hero's Tunic, Eyes: Open - Robot, Eyewear: Monocle, Headwear: Bandana
ArbiBird #1367: Background: Blue, Body: Golden - Legendary Emperor, Beak: Small (Enlightened), Outerwear: Hero's Tunic, Eyes: Open - Diamond, Eyewear: Sunglasses, Headwear: Beanie
ArbiBird #1368: Background: Blue, Body: Emperor - Green, Beak: Short - Skeleton, Outerwear: None, Eyes: Open - Fire, Eyewear: Monocle, Headwear: Diamond (Jade)
